Data from 2025-12-03_xpw_interference_micrometer_634_reference_FLMS141361__190__440.txt Node

Date: Wed Dec 03 15:51:31 MST 2025
User: james
Spectrometer: FLMS14136
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
339.315	-30.48
339.697	-30.48
340.079	-30.48
340.461	-153.04
340.843	-104.53
341.225	-96.87
341.607	-96.87
341.989	-104.53
342.371	-91.76
342.752	-61.12
343.134	-58.57
343.516	-53.46
343.897	-10.05
344.279	15.48
344.661	-40.69
345.042	48.67
345.423	71.65
345.805	92.08
346.186	74.21
346.567	148.26
346.949	163.58
347.33	194.22
347.711	153.36
348.092	273.37
348.473	304.01
348.854	286.14
349.235	265.71
349.616	337.21
349.997	291.24
350.378	275.92
350.758	372.95
351.139	301.46
351.52	372.95
351.9	355.08
352.281	326.99
352.661	365.29
353.042	385.72
353.422	314.23
353.803	464.87
354.183	398.49
354.563	454.66
354.943	413.81
355.324	429.13
355.704	349.97
356.084	393.38
356.464	355.08
356.844	365.29
357.224	418.91
357.603	436.79
357.983	344.87
358.363	403.59
358.743	367.85
359.122	362.74
359.502	337.21
359.882	444.45
360.261	329.55
360.641	383.17
361.02	380.61
361.399	378.06
361.779	375.51
362.158	411.25
362.537	416.36
362.916	370.4
363.296	490.41
363.675	429.13
364.054	385.72
364.433	398.49
364.812	314.23
365.19	342.31
365.569	342.31
365.948	378.06
366.327	337.21
366.705	311.67
367.084	416.36
367.463	329.55
367.841	342.31
368.22	362.74
368.598	385.72
368.977	362.74
369.355	416.36
369.733	349.97
370.111	339.76
370.49	408.7
370.868	344.87
371.246	342.31
371.624	390.83
372.002	375.51
372.38	372.95
372.758	306.56
373.136	355.08
373.513	390.83
373.891	372.95
374.269	334.65
374.646	342.31
375.024	378.06
375.402	365.29
375.779	339.76
376.157	326.99
376.534	339.76
376.911	383.17
377.289	378.06
377.666	349.97
378.043	352.53
378.42	355.08
378.797	334.65
379.175	393.38
379.552	375.51
379.929	370.4
380.305	398.49
380.682	398.49
381.059	380.61
381.436	367.85
381.813	314.23
382.189	424.02
382.566	388.27
382.943	385.72
383.319	342.31
383.696	429.13
384.072	406.15
384.448	469.98
384.825	454.66
385.201	457.21
385.577	449.55
385.953	367.85
386.329	337.21
386.706	324.44
387.082	321.89
387.458	408.7
387.834	388.27
388.209	383.17
388.585	352.53
388.961	406.15
389.337	398.49
389.713	347.42
390.088	365.29
390.464	385.72
390.839	408.7
391.215	337.21
391.59	347.42
391.966	326.99
392.341	367.85
392.716	413.81
393.092	454.66
393.467	326.99
393.842	388.27
394.217	383.17
394.592	355.08
394.967	416.36
395.342	362.74
395.717	357.63
396.092	426.57
396.467	408.7
396.841	393.38
397.216	416.36
397.591	383.17
397.965	311.67
398.34	337.21
398.714	314.23
399.089	408.7
399.463	426.57
399.838	447
400.212	439.34
400.586	275.92
400.961	424.02
401.335	332.1
401.709	337.21
402.083	393.38
402.457	439.34
402.831	426.57
403.205	395.93
403.579	378.06
403.953	426.57
404.326	418.91
404.7	352.53
405.074	372.95
405.447	429.13
405.821	403.59
406.195	367.85
406.568	375.51
406.942	462.32
407.315	444.45
407.688	416.36
408.062	439.34
408.435	316.78
408.808	385.72
409.181	401.04
409.554	413.81
409.927	347.42
410.3	357.63
410.673	424.02
411.046	457.21
411.419	421.47
411.792	357.63
412.165	388.27
412.537	365.29
412.91	393.38
413.283	421.47
413.655	367.85
414.028	398.49
414.4	352.53
414.773	385.72
415.145	324.44
415.517	454.66
415.889	398.49
416.262	380.61
416.634	413.81
417.006	378.06
417.378	421.47
417.75	362.74
418.122	385.72
418.494	462.32
418.866	418.91
419.238	406.15
419.609	431.68
419.981	434.23
420.353	406.15
420.725	403.59
421.096	362.74
421.468	421.47
421.839	395.93
422.211	372.95
422.582	426.57
422.953	447
423.325	344.87
423.696	378.06
424.067	334.65
424.438	464.87
424.809	429.13
425.18	398.49
425.551	388.27
425.922	378.06
426.293	436.79
426.664	378.06
427.035	403.59
427.406	418.91
427.776	418.91
428.147	434.23
428.518	337.21
428.888	385.72
429.259	459.77
429.629	393.38
429.999	411.25
430.37	367.85
430.74	383.17
431.11	388.27
431.481	380.61
431.851	467.43
432.221	398.49
432.591	441.89
432.961	337.21
433.331	426.57
433.701	434.23
434.071	418.91
434.441	416.36
434.81	429.13
435.18	413.81
435.55	436.79
435.919	459.77
436.289	388.27
436.658	459.77
437.028	334.65
437.397	393.38
437.767	383.17
438.136	342.31
438.505	429.13
438.875	388.27
439.244	401.04
439.613	411.25
439.982	370.4
440.351	378.06
440.72	408.7
441.089	385.72
441.458	344.87
441.827	416.36
442.196	398.49
442.564	531.26
442.933	485.3
443.302	444.45
443.67	398.49
444.039	326.99
444.407	362.74
444.776	436.79
445.144	406.15
445.513	444.45
445.881	413.81
446.249	411.25
446.617	383.17
446.986	424.02
447.354	487.85
447.722	421.47
448.09	431.68
448.458	390.83
448.826	482.75
449.194	413.81
449.561	344.87
449.929	426.57
450.297	375.51
450.665	334.65
451.032	431.68
451.4	434.23
451.767	378.06
452.135	362.74
452.502	326.99
452.87	436.79
453.237	416.36
453.604	418.91
453.971	360.19
454.339	362.74
454.706	408.7
455.073	378.06
455.44	413.81
455.807	426.57
456.174	426.57
456.541	413.81
456.908	490.41
457.274	426.57
457.641	372.95
458.008	403.59
458.374	472.53
458.741	469.98
459.108	413.81
459.474	421.47
