Data from 2025-12-03_xpw_interference_micrometer_634_FLMS141361__73__123.txt Node

Date: Wed Dec 03 15:48:43 MST 2025
User: james
Spectrometer: FLMS14136
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
339.315	-48.04
339.697	-48.04
340.079	-48.04
340.461	-99.1
340.843	-119.53
341.225	-119.53
341.607	-86.34
341.989	-96.55
342.371	-94
342.752	-2.07
343.134	-12.29
343.516	-45.48
343.897	-50.59
344.279	0.48
344.661	-14.84
345.042	61.76
345.423	41.33
345.805	74.53
346.186	84.74
346.567	112.83
346.949	146.02
347.33	191.98
347.711	197.09
348.092	120.49
348.473	202.2
348.854	207.3
349.235	220.07
349.616	243.05
349.997	322.2
350.378	322.2
350.758	334.97
351.139	296.67
351.52	255.82
351.9	337.52
352.281	332.42
352.661	434.55
353.042	370.72
353.422	360.51
353.803	391.15
354.183	373.27
354.563	378.38
354.943	401.36
355.324	483.07
355.704	375.83
356.084	347.74
356.464	406.47
356.844	411.57
357.224	421.79
357.603	357.95
357.983	401.36
358.363	403.91
358.743	432
359.122	452.43
359.502	416.68
359.882	375.83
360.261	383.49
360.641	365.61
361.02	334.97
361.399	368.17
361.779	352.84
362.158	403.91
362.537	342.63
362.916	409.02
363.296	452.43
363.675	352.84
364.054	322.2
364.433	368.17
364.812	283.9
365.19	375.83
365.569	327.31
365.948	403.91
366.327	370.72
366.705	373.27
367.084	357.95
367.463	401.36
367.841	306.88
368.22	416.68
368.598	352.84
368.977	380.93
369.355	299.22
369.733	304.33
370.111	337.52
370.49	306.88
370.868	283.9
371.246	365.61
371.624	332.42
372.002	329.86
372.38	355.4
372.758	368.17
373.136	357.95
373.513	419.23
373.891	370.72
374.269	398.81
374.646	406.47
375.024	416.68
375.402	375.83
375.779	391.15
376.157	416.68
376.534	393.7
376.911	465.19
377.289	398.81
377.666	314.54
378.043	368.17
378.42	357.95
378.797	347.74
379.175	421.79
379.552	383.49
379.929	406.47
380.305	386.04
380.682	360.51
381.059	304.33
381.436	286.46
381.813	363.06
382.189	378.38
382.566	340.08
382.943	403.91
383.319	365.61
383.696	373.27
384.072	355.4
384.448	421.79
384.825	357.95
385.201	332.42
385.577	363.06
385.953	337.52
386.329	355.4
386.706	340.08
387.082	363.06
387.458	337.52
387.834	406.47
388.209	424.34
388.585	416.68
388.961	393.7
389.337	401.36
389.713	352.84
390.088	373.27
390.464	352.84
390.839	357.95
391.215	380.93
391.59	301.78
391.966	424.34
392.341	347.74
392.716	426.89
393.092	334.97
393.467	409.02
393.842	332.42
394.217	401.36
394.592	337.52
394.967	403.91
395.342	386.04
395.717	424.34
396.092	345.18
396.467	401.36
396.841	383.49
397.216	388.59
397.591	383.49
397.965	357.95
398.34	442.21
398.714	393.7
399.089	406.47
399.463	373.27
399.838	391.15
400.212	467.75
400.586	347.74
400.961	419.23
401.335	327.31
401.709	401.36
402.083	306.88
402.457	283.9
402.831	360.51
403.205	370.72
403.579	365.61
403.953	406.47
404.326	429.45
404.7	345.18
405.074	350.29
405.447	414.13
405.821	475.41
406.195	447.32
406.568	419.23
406.942	432
407.315	403.91
407.688	414.13
408.062	424.34
408.435	360.51
408.808	386.04
409.181	378.38
409.554	465.19
409.927	368.17
410.3	432
410.673	393.7
411.046	421.79
411.419	409.02
411.792	380.93
412.165	345.18
412.537	357.95
412.91	421.79
413.283	355.4
413.655	375.83
414.028	337.52
414.4	406.47
414.773	447.32
415.145	424.34
415.517	398.81
415.889	365.61
416.262	444.77
416.634	414.13
417.006	378.38
417.378	355.4
417.75	383.49
418.122	414.13
418.494	398.81
418.866	411.57
419.238	429.45
419.609	429.45
419.981	373.27
420.353	386.04
420.725	360.51
421.096	391.15
421.468	401.36
421.839	414.13
422.211	296.67
422.582	329.86
422.953	401.36
423.325	406.47
423.696	424.34
424.067	401.36
424.438	360.51
424.809	355.4
425.18	403.91
425.551	429.45
425.922	421.79
426.293	365.61
426.664	403.91
427.035	403.91
427.406	396.25
427.776	380.93
428.147	414.13
428.518	373.27
428.888	388.59
429.259	383.49
429.629	386.04
429.999	342.63
430.37	398.81
430.74	432
431.11	403.91
431.481	383.49
431.851	434.55
432.221	391.15
432.591	386.04
432.961	388.59
433.331	363.06
433.701	470.3
434.071	406.47
434.441	306.88
434.81	386.04
435.18	393.7
435.55	452.43
435.919	434.55
436.289	340.08
436.658	378.38
437.028	419.23
437.397	432
437.767	419.23
438.136	386.04
438.505	406.47
438.875	355.4
439.244	401.36
439.613	467.75
439.982	373.27
440.351	414.13
440.72	409.02
441.089	386.04
441.458	342.63
441.827	373.27
442.196	403.91
442.564	426.89
442.933	403.91
443.302	388.59
443.67	419.23
444.039	449.87
444.407	403.91
444.776	388.59
445.144	365.61
445.513	421.79
445.881	401.36
446.249	363.06
446.617	457.53
446.986	434.55
447.354	396.25
447.722	442.21
448.09	460.09
448.458	454.98
448.826	444.77
449.194	409.02
449.561	411.57
449.929	467.75
450.297	460.09
450.665	388.59
451.032	472.85
451.4	406.47
451.767	363.06
452.135	426.89
452.502	416.68
452.87	380.93
453.237	373.27
453.604	403.91
453.971	449.87
454.339	439.66
454.706	375.83
455.073	373.27
455.44	368.17
455.807	426.89
456.174	416.68
456.541	460.09
456.908	383.49
457.274	411.57
457.641	342.63
458.008	368.17
458.374	380.93
458.741	378.38
459.108	365.61
459.474	373.27
459.841	355.4
